group_name,loinc_code,component,system,standard_unit,source_units,conversion_factors,impossible_low,impossible_high,extreme_low,extreme_high,tier,needs_review,review_reason,matched_tests,patient_count,measurement_count
bilirubin,1975-2,Bilirubin,Ser/Plas,mg/dL,mg/dL|MG/DL|mg/dl|mg%,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,"TOT BILI (TEST:BC1-26)|TOTAL BILIRUBIN BLOOD (TEST:EL:5200013540)|TOTAL BILIRUBIN (TEST:FC10.0245)|TOTAL BILIRUBIN (TEST:WC326.2335)|TOTAL BILIRUBIN (TEST:MCSQ-TBILI)|TOTAL BILIRUBIN (TEST:NCSQE-TBILI)|TBILI (NEO) (TEST:WC331.2500)|BILIRUBIN, TOTAL (TEST:FCFIBR14)|BILIRUBIN, TOTAL (TEST:FCFHFI10)|BILIRUBIN, TOTAL (TEST:BCFIBR14)|TOTAL BILIRUBIN (TEST:MC/BILIT)|TOTAL BILIRUBIN (TEST:MCSQ-TB)|TBIL (TEST:MCPOL125)|BILIRUBIN, TOTAL, S BLOOD (TEST:EL:5290003486)|T BILIRUBIN (TEST:FC500.3350)|TOTAL BILIRUBIN (TEST:DCSQE-TBILI)|TOTAL BILIRUBIN (TEST:MCSQ-J92688)|TOTAL BILIRUBIN (TEST:WCTBILI)|BILIRUBIN,TOTAL (TEST:NHTBIL)|TOTAL BILIRUBIN (TEST:FCTBILI)|TOTAL BILIRUBIN (TEST:WC331.2200)|NEO BILI (TEST:BC1-28)|BILIRUBIN, TOTAL (TEST:WC501.6755)|TOTAL BILIRUBIN (ALTERNATE METHOD) (TEST:MCTBIL-A)|TOTAL BILIRUBIN (TEST:MCSQ-TBILI1)|BILIRUBIN, TOTAL (TEST:BCFHFI10)|TOTAL BILIRUBIN (TEST:MCTBILI)|TOTAL BILIRUBIN (TEST:MCSQ-TBILI7)|TOTAL BILIRUBIN (TEST:DHSQE-TBILI)|BILIRUBIN, TOTAL (TEST:FC83.2300)|BILIRUBIN, TOTAL (TEST:WC953.1330)|TOTAL BILIRUBIN BLOOD (TEST:EL:5200017225)|TOTAL BILIRUBIN (TEST:NHSQE-TBILI)|TOTAL BILIRUBIN (TEST:WCJ92688)|BILIRUBIN, TOTAL (TEST:WCFIBR14)|BILIRUBIN,TOTAL (TEST:NCTBIL)|TOTAL BILIRUBIN (TEST:BCTBILI)|TOTAL BILIRUBIN (TEST:SCTBILI)|T BILIRUBIN (TEST:FC500.3300)|TOTAL BILIRUBIN (TEST:VCSQE-TBILI)|TOTAL BILIRUBIN (TEST:MC.TBILI)|TBIL (TEST:MCSQ-TBIL4)|BILIRUBIN,TOTAL (TEST:SC400.3200)|BILIRUBIN, TOTAL (TEST:NCBILIT)",5833,539024
bilirubin_glucuronidated,15152-2,Bilirubin.glucuronidated,Ser/Plas,mg/dL,mg/dl,{'mg/dl': 1.0},0.0,9999.0,0.0,9999.0,1,False,,"BILI CONJUGATED (TEST:MCPOL127)|BILIRUBIN,DIRECT (TEST:SC400.3304)|BILI CONJUGATED (TEST:MCSQ-BC4)",147,740
bilirubin_glucuronidated+bilirubin_albumin_bound,1968-7,Bilirubin.glucuronidated+Bilirubin.albumin bound,Ser/Plas,mg/dL,mg/dL|MG/DL|mg/dl|mg%,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,DIRECT BILIRUBIN (TEST:MCSQ-DBI)|DIRECT BILIRUBIN (TEST:NCSQE-DBILI)|DIRECT BILIRUBIN (TEST:FC10.0250)|DIRECT BILIRUBIN (TEST:WCDBILI)|DIRECT BILIRUBIN (TEST:VCSQE-DBILI)|BC (TEST:BC1-132)|DIR BILI (TEST:BC1-27)|DIRECT BILIRUBIN (TEST:DCSQE-DBILI)|BILD (TEST:BC3-32)|DIRECT BILIRUBIN (TEST:NHSQE-DBILI)|D BILIRUBIN (TEST:FC500.3550)|DIRECT BILIRUBIN (TEST:FCDBILI)|D BILIRUBIN (TEST:FC500.3600)|DIRECT BILIRUBIN (TEST:SCDBILI)|DIRECT BILIRUBIN (TEST:MC/BILID)|DIRECT BILIRUBIN (TEST:MC.DBILI)|DIRECT BILIRUBIN (TEST:WC331.2300)|DIRECT BILIRUBIN (TEST:MCSQ-DBILI1)|DIRECT BILI (TEST:NCDBIL)|DIRECT BILIRUBIN (TEST:MCDBILI)|DIRECT BILI (TEST:NHDBIL)|DIRECT BILIRUBIN (TEST:MCSQ-DBILI)|DBIL (NEO) (TEST:WC331.2600)|DIRECT BILIRUBIN (TEST:SC400.3250)|DIRECT BILIRUBIN (TEST:WC326.2340)|DIRECT BILIRUBIN BLOOD (TEST:EL:5200004178)|DIRECT BILIRUBIN (TEST:BCDBILI),5383,271083
bilirubin_non-glucuronidated,1971-1,Bilirubin.non-glucuronidated,Ser/Plas,mg/dL,MG/DL|mg/dl|mg/dL,{'mg/dl': 1.0},0.0,9999.0,0.0,9999.0,1,False,,BILI UNCONJUGATED (TEST:MCSQ-BU4)|BILIRUBIN INDIRECT (TEST:BCBILII)|BU (TEST:BC1-131)|BILI UNCONJUGATED (TEST:MCPOL128)|INDIRECT BILI (TEST:NCIBIL)|INDIRECT BILIRUBIN (ADULT) (TEST:WC331.2400),147,809
bizarre_platelets,60455-3,Bizarre platelets,Bld,,,{'': 1.0},0.0,9999.0,0.0,9999.0,1,False,,BIZZARE PLATELETS (TEST:FH601.0950),199,705
bleeding_time,3179-9,Bleeding time,^Patient,min,min|MIN|min.,{'min': 1.0},0.0,9999.0,0.0,9999.0,1,False,,BLEEDING TIME (TEST:MHSQ-BLED)|BLEEDING TIME (TEST:MH150)|BLEEDING TIME (TEST:FH20.0480)|BLEED TIME (TEST:BH1-50)|BLEEDING TIME (TEST:MHBT)|BLEEDING TIME (TEST:WH201.0500),29,68
c_reactive_protein,30522-7,C reactive protein,Ser/Plas,mcg/mL; mg/dL; mg/L,MG/DL|MG/L|mg/L|mg/dL,{'mg/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,"CRP (TEST:NCCRPT)|C REACTIVE PROTEIN,MP (TEST:MCCRP)|C REACTIVE PROTEIN (TEST:MCSQ-CRP)|C-REACTIVE PROTEIN (TEST:WC326.2740)|C-REACTIVE PROTEIN HIGH SENS (TEST:WC451.1605)|C-REACTIVE PROTEIN (TEST:WC451.1600)|CRP, HIGH SENSITIVITY (TEST:FCHSCRP)|C REACTIVE PROTEIN (TEST:VCSQE-CRPT)|C REACTIVE PROTEIN (TEST:NCSQE-CRPT)|CRP, HIGH SENSITIVITY (TEST:DCSQE-HSCRP)|CRP, HIGH SENSITIVITY (TEST:NCSQE-HSCRP)|C REACTIVE PROTEIN (TEST:EL:5200003806)|CRP, HIGH SENSITIVITY (TEST:MCSQ-HSCRP)|HI RES C-RP,MP (TEST:MCSQ-HICRP)|C REACTIVE PROTEIN (TEST:MCSQ-CRPT)|C-REACTIVE PROTEIN, HIGH SEN (TEST:WC326.2745)|CARDIO CRP (TEST:FC50.5055)|CRP, HIGH SENSITIVITY (TEST:EL:5200007116)|HIGH SENSITIVITY CRP (HS) (TEST:SC300.3320)|C-REACTIVE PROTEIN BLOOD (TEST:EL:5200003805)|C-REACTIVE PROTEIN, HIGH SENS (TEST:FC81.5910)|C REACTIVE PROTEIN (TEST:SCCRPT)|C-REACTIVE PROTEIN (TEST:BC1-262)|HS-CRP (TEST:FC500.9800)|C-REACTIVE PROTEIN (TEST:DHSQE-CRPRTN)|C REACTIVE PROTEIN (TEST:FCCRPT)|C-REACTIVE PROTEIN (TEST:FC50.1215)|C-REACTIVE PROTEIN (TEST:FC10.0828)|HS-CRP (TEST:FC10.0829)|C-REACTIVE PROTEIN (TEST:MCSQ-CRPX)|C-REACTIVE PROTEIN (TEST:DCSQE-CRPRTN)|CRP (TEST:FC500.9650)|CRP (TEST:FC500.9700)|HS-CRP (TEST:FC500.9750)|C-REACTIVE PROTEIN (MGH) (TEST:SC800.3301)|C-REACTIVE PROTEIN, HIGH SENS (TEST:FC81.5911)|C REACTIVE PROTEIN (TEST:DHSQE-CRPT)|CRP, HIGH SENSITIVITY (TEST:WCHSCRP)|C REACTIVE PROTEIN (TEST:BCCRPT)|C-REACTIVE PROTEIN (TEST:SC800.3305)|C REACTIVE PROTEIN (TEST:DCSQE-CRPT)|HIGH SENSITIVITY CRP (TEST:EL:5290000519)|CARDIO CRP (TEST:NCCCRP)|CRP, HIGH SENSITIVITY (TEST:SCHSCRP)|C-REACTIVE PROTEIN, HIGH SENS (TEST:WC451.1603)|C REACTIVE PROTEIN (TEST:WCCRPT)|CRP, HIGH SENSITIVITY (TEST:BCHSCRP)",2605,53341
calcium,17861-6,Calcium,Ser/Plas,mg/dL,mg/dL|MG/DL|mg/dl|mg%,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,"CALCIUM (TEST:DHSQE-CA)|CALCIUM (TEST:BC1-41)|CALCIUM (TEST:SCCA)|CALCIUM (TEST:NCCA)|CALCIUM (TEST:MCSQ-CA4)|CALCIUM (TEST:MC.CA)|CALCIUM (TEST:FCCA)|CALCIUM (TEST:WC331.0900)|CALCIUM BLOOD (TEST:EL:5200002558)|CALCIUM (TEST:MCSQ-CA1)|CALCIUM (TEST:WC326.2140)|PLASMA CALCIUM (TEST:MCPCA)|CALCIUM (TEST:MCCA)|NICHOLS TOTAL CALCIUM,NI (TEST:MCSQ-NICA)|CALCIUM (PTH INTACT IRMA) (TEST:FC50.8111)|CALCIUM (TEST:NCCA1)|CALCIUM (TEST:MCSQ-CA)|CALCIUM (TEST:MC/CA)|CALCIUM (TEST:NCSQE-CA)|CALCIUM (TEST:NHCA)|CALCIUM (TEST:WC603.3600)|CALCIUM (TEST:MCPOL118)|CALCIUM, TOTAL, S (TEST:FC82.7054)|CALCIUM (TEST:NHSQE-CA)|CALCIUM (TEST:SC400.2100)|CALCIUM (TEST:DCSQE-CA)|CALCIUM (TEST:VCSQE-CA)|CALCIUM (PTH C TERMINAL) (TEST:FC50.0669)|CALCIUM (TEST:FC500.2900)|CALCIUM (TEST:BCCA)|CALCIUM (TEST:WCCA)|CALCIUM (TEST:FC500.2850)|CALCIUM (TEST:FC10.0235)",5932,951289
calcium_ionized,1994-3,Calcium.ionized,Bld,mmol/L,mmol/l|MG/DL|mmol/L|mg/dL|MMOL/L,{'mmol/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,"IONIZED CALCIUM ISTAT (TEST:NCICAIS)|IONIC CALCIUM (TEST:NCSQE-ICA)|IOCA (TEST:BCIOCA)|CALCIUM, IONIZED (TEST:MCSQ-CAIS)|CALCIUM, IONIZED, S (TEST:EL:5200018194)|IOCA (TEST:EL:5200007614)|IOCA BLOOD (TEST:EL:5200007613)|IONIZED CALCIUM (TEST:FC50.0460)|WHOLE BLD IONIZED CA (TEST:NCWBCAI)|CALCIUM, IONIZED, S (TEST:FC82.3910)|CA IONIZED (TEST:NCCAIT)|IONIZED CALCIUM BLOOD (TEST:EL:5200007294)|IOCA (TEST:DCSQE-IOCA)|OIOCA (TEST:BC1-1314)|IONIZED CALCIUM (TEST:WC301.1000)|CALCIUM, IONIZED (TEST:FCIONCG1)|IONIC CALCIUM (TEST:MCSQ-ICA)|IOCA (TEST:FCIOCA)|IONIC CALCIUM (TEST:WCICA)|IONIC CALCIUM (TEST:MCIC)|CALCIUM, IONIZED (TEST:NCSQE-CAIS)|IONIC CALCIUM (TEST:SCICA)|IOCA (TEST:BC1-386)|IONIC CALCIUM (TEST:VCSQE-ICA)|CALCIUM (RT) (TEST:SC310.0020)|CALCIUM, IONIZED (TEST:NCRTCAI)",1590,168897
carbon_dioxide,2028-9,Carbon dioxide,Ser/Plas,mmol/L,MEQ/L|mEq/L|MM HG|mmHg.|mm/Hg|MMHG|mmol/L|mM/L|mmHg|mm[Hg]|MMOL/L|mmHG,{'mmol/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,VTCO2 (TEST:BC1-338)|CAPILLARY PCO2 (TEST:MC/C CO2)|ARTERIAL PCO2 (TEST:NCSQE-APCO2C)|CARBON DIOXIDE (TEST:BCPLCO2)|PLASMA CARBON DIOXIDE (TEST:MCSQ-PLCO2)|UNSPECIFIED PCO2 (TEST:MCSQ-PCO2C)|CO2 (TEST:NHSQE-CO2)|PCO2 BLOOD (TEST:EL:5200003675)|ARTERIAL PCO2 (TEST:FCAPCO2C)|TOTAL CO2 (TEST:BC1-11)|CARBON DIOXIDE (TEST:MCSQ-CO21)|CARBON DIOXIDE (TEST:WC326.2130)|PCO2 (TEST:MCPC)|TCO2 (TEST:NCTCO2IS)|CO2 (TEST:DHSQE-CO2)|CARBON DIOXIDE (TEST:NCCO2)|CARBON DIOXIDE (TEST:MC.CO2)|TCO2 (TEST:VCSQE-TCO2)|CARBON DIOXIDE (TEST:MCCO2)|PCO2 (TEST:BCPCO2Q)|PCO2(UNCORRECTED) BLOOD (TEST:EL:5200010462)|UNSPECIFIED PCO2 (TEST:MCPCO2C)|VENOUS PCO2 (TEST:FCVPCO2C)|UVPCO2 (TEST:BC1-728)|TOTAL CO2 (TEST:EL:5200013650)|CARBON DIOXIDE (TEST:WCCO2)|CO2 BLOOD (TEST:EL:5200010762)|PCO2 (TEST:BC1-140)|CARBON DIOXIDE (TEST:DCSQE-PLCO2)|ARTERIAL BLOOD GAS PCO2 (TEST:SC300.9700)|PCO2 (ARTERIAL) (TEST:EL:5200010452)|PCO2 (TEST:WC301.0200)|VENOUS PCO2 (TEST:SCVPCO2C)|PCO2 (TEST:NCPCO2IS)|ARTERIAL PCO2 (TEST:SCAPCO2C)|OTCO2 (TEST:BC1-1308)|TCO2 BLOOD (TEST:EL:5200013649)|PCO2 MIXED VENOUS (TEST:NCSQE-PCO2MV)|CO2 (TEST:MCSQ-CO24)|PCO2(UNCORRECTED) (TEST:WCPCO2U)|VPCO2 (TEST:NCSQE-PCO2V)|VTCO2 (TEST:BCTCO2V)|TOTAL CO2 (TEST:FC500.1200)|CARBON DIOXIDE (TEST:SCCO2)|TCO2 (VENOUS) (TEST:NCSQE-TCO27V)|CO2 (TEST:DCSQE-PLCO2)|PCO2TC (TEST:NCPCO2TC)|PACO2 (TEST:NCPACO2)|TOTAL CO2-POC (TEST:MCSQ-TCO27)|VPCO2 (TEST:BC1-337)|VENOUS PCO2 (TEST:MC/VCO2)|TCO2 (TEST:NCSQE-TCO2)|TCO2 (TEST:EL:5200013657)|CARBON DIOXIDE (TEST:NHCO2)|PCO2 (TEST:EL:5200010458)|PCO2 (TEST:EL:5200010456)|CARBON DIOXIDE (TEST:FCCO2)|PCO2 BLOOD (TEST:EL:5200010460)|CO2 (STAT LAB) (TEST:MCSQ-XCO2)|PCO2(UNCORRECTED) (TEST:NCSQE-PCO2U)|PCO2(UNCORRECTED) (TEST:MCSQ-PCO2U)|UVTCO2 (TEST:BC1-731)|PCO2(UNCORRECTED) (TEST:WCVPCO2U)|UNSPECIFIED PCO2 (TEST:MC/BCO2)|VPCO2 (TEST:BCPCO2V)|TOTAL CO2 (TEST:FC500.1250)|CARBON DIOXIDE (TEST:DCSQE-CO2)|CARBON DIOXIDE (TEST:SC400.1700)|PCO2 MIXED VENOUS BLOOD (TEST:EL:5210014503)|CARBON DIOXIDE (TEST:FC10.0120)|PCO2 (UNCORRECTED) (TEST:EL:5200015488)|TCO2 (TEST:NCTCO2)|VENOUS PCO2 (TEST:FC90.0120)|TCO2 (TEST:BCTCOBG8)|CARBON DIOXIDE (TEST:NCSQE-CO2)|PCO2 BLOOD (TEST:EL:5200001472)|CAPILLARY PCO2 (TEST:MCSQ-CPCO2C)|PCO2 MIXED VENOUS (TEST:MCSQ-PCO2MV)|ARTERIAL PCO2 (TEST:MC/ACO2)|PCO2 (TEST:BCPCO28)|TCO2 (TEST:BC1-141)|VENOUS PCO2 (TEST:MCSQ-VPCO2C)|PCO2 VENOUS (TEST:WC301.1400)|CARBON DIOXIDE (TEST:WC331.0400)|TOTAL CO2-POC (TEST:NCSQE-TCO27)|CARBON DIOXIDE (TEST:MCSQ-CO2)|PCO2 BLOOD (TEST:EL:5200015487)|VTCO2 BLOOD (TEST:EL:5200013653)|ARTERIAL PCO2 (TEST:FC90.0025)|PCO2 (TEST:MCSQ-CVPCO2)|TCO2 (TEST:BCTCO2)|VPCO2 BLOOD (TEST:EL:5200010464)|CO2 (TEST:MCPOL103)|OPCO2 (TEST:BC1-1305)|CO2 BLOOD (TEST:EL:5200003481)|ARTERIAL PCO2 (TEST:VCSQE-APCO2C)|PLASMA CARBON DIOXIDE (TEST:MCPL CO2)|ARTERIAL PCO2 (TEST:MCSQ-APCO2C)|CARBON DIOXIDE (TEST:VCSQE-CO2),5636,1350905
carbon_dioxide^^adjusted_to_patient's_actual_temperature,34705-4,Carbon dioxide^^adjusted to patient's actual temperature,Bld,mm Hg,MMHG|mmHg,{'MMHG': 1.0},0.0,9999.0,0.0,9999.0,1,False,,CORRETED PCO2 (TEST:NCPCO2CT)|PCO2 (TEMP) (TEST:SC300.9852),15,67
carboxyhemoglobin/hemoglobin_total,2032-1,Carboxyhemoglobin/Hemoglobin.total,BldV,%,%|% TOTAL,{'%': 1.0},0.0,9999.0,0.0,9999.0,1,False,,CARBOXYHEMOGLOBIN (TEST:MCCO)|CO-OX-%COHB (TEST:NCCOHB)|CARBOXYHEMOGLOBIN (TEST:BCCO)|CARBOXYHEMOGLOBIN (TEST:FCCO)|CARBON MONOX (TEST:NCCO)|CO SAT (TEST:BC1-144)|CARBOXY HGB BLOOD (TEST:EL:5290001012)|COHB (TEST:FC90.0095)|CARBOXYHEMOGLOBIN (TEST:MCSQ-CO)|CARBOXYHEMOGLOBIN BLOOD (TEST:EL:5200003480)|CARBON MONOXIDE % SAT (TEST:WC301.2800),174,2777
cardiolipin_ab_igg,3181-5,Cardiolipin Ab.IgG,Ser,GPL U,GPL|GPL units,{'GPL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,"ANTICARDIOLIPIN IGG (TEST:NHSQE-ACLIGG)|ANTICARDIOLIPIN IGG (TEST:VHSQE-ACLIGG)|ANTICARDIOLIPIN IGG (TEST:MCSQ-ACLIGG)|ANTICARDIOLIPIN IGG (TEST:MHACLIGG)|ANTI-CARDIOLIPIN IGG (TEST:SH200.1102)|ANTI-CARDIOLIPIN IGG,MP (TEST:MCANTIGG)|IGG (TEST:WC603.0110)|ANTI CARDIOLIPIN AB (IGG) (TEST:FC50.5050)|ANTICARDIOLIPIN IGG (TEST:WHACLIGG)|CARDIOLIPIN AB IGG (TEST:EL:5290006093)|ANTICARDIOLIPIN IGG (TEST:BIACLIGG)|ANTICARDIOLIPIN IGG (TEST:MHSQ-ACLIGG)|ANTICARDIOLIP IGG (TEST:NCIGGCAR)|ANTICARDIOLIPIN IGG (TEST:BHACLIGG)|CARDIOLIPIN IGG (TEST:BC1-266)|ANTI-CARDIOLIPIN IGG (TEST:NHCARIGG)|ANTICARDIOLIPIN IGG (TEST:WCACLIGG)|ANTICARDIOLIPIN IGG (TEST:DISQE-ACLIGG)|ANTI-CARDIOLIPIN IGG (TEST:NCCARIGG)|ANTICARDIOLIPIN IGG BLOOD (TEST:EL:5200000586)",756,3266
cardiolipin_ab_igm,3182-3,Cardiolipin Ab.IgM,Ser,MPL U,MPL|MPL units,{'MPL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,"CARDIOLIPIN AB IGM BLOOD (TEST:EL:5290006094)|ANTI-CARDIOLIPIN IGM,MP (TEST:MCANTIGM)|ANTICARDIOLIPIN IGM (TEST:MCSQ-ACLIGM)|CARDIOLIPIN IGM (TEST:BC1-1240)|ANTICARDIOLIPIN IGM (TEST:BHACLIGM)|ANTICARDIOLIPIN IGM (TEST:WHACLIGM)|ANTI CARDIOLIPIN AB (IGM) (TEST:FC50.5054)|ANTI-CARDIOLIPIN IGM (TEST:NHCARIGM)|ANTICARDIOLIP IGM (TEST:NCIGMCAR)|ANTICARDIOLIPIN IGM (TEST:VHSQE-ACLIGM)|ANTICARDIOLIPIN IGM (TEST:MHACLIGM)|ANTI-CARDIOLIPIN IGM (TEST:SH200.1103)|ANTICARDIOLIPIN IGM (TEST:MHSQ-ACLIGM)|ANTICARDIOLIPIN IGM (TEST:WCACLIGM)|ANTICARDIOLIPIN IGM (TEST:DISQE-ACLIGM)|IGM (TEST:WC603.0160)|ANTICARDIOLIPIN IGM (TEST:NHSQE-ACLIGM)|ANTICARDIOLIPIN IGM (TEST:BIACLIGM)|ANTICARDIOLIPIN IGM BLOOD (TEST:EL:5200000587)|ANTI-CARDIOLIPIN IGM (TEST:NCCARIGM)",756,3199
chloride,2075-0,Chloride,Ser/Plas,mmol/L,meq/L|MEQ/L|mmol/L|MMOL/L,{'mmol/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,"CHLORIDE (TEST:NCCL)|CHLORIDE (TEST:MCCL)|CHLORIDE (TEST:MCSQ-CL4)|CHLORIDE, WHOLE BLOOD (TEST:BCCLWB)|CHLORIDE (TEST:NCSQE-CL7)|CHLORIDE (TEST:SCCL)|CHLORIDE (TEST:DCSQE-CL)|CL (ISTAT) (TEST:NCCLIS)|CHLORIDE (STAT LAB) (TEST:MCSQ-XCL)|CHLORIDE (TEST:MCSQ-CL1)|CHLORIDE (TEST:WC331.0300)|CHLORIDE (TEST:NHSQE-CL)|CHLORIDE (TEST:BCPCL)|CHLORIDE (TEST:NHCL)|CHLORIDE (TEST:DHSQE-CL)|CHLORIDE (TEST:BC1-10)|CHLORIDE (TEST:NCSQE-CL)|CHLORIDE (TEST:FCCL)|CHLORIDE (TEST:MCPOL102)|CHLORIDE (TEST:EL:5200003259)|CHLORIDE (TEST:FC500.1100)|CHLORIDE, WHOLE BLD/PLASMA BLOOD (TEST:EL:5200003344)|CHLORIDE (TEST:WC326.2120)|CHLORIDE (TEST:VCSQE-CL)|CHLORIDE (TEST:WCCL)|CHLORIDE (TEST:MC.CL)|PLASMA CHLORIDE (TEST:MCPCL)|CHLORIDE BLOOD (TEST:EL:5200003255)|CHLORIDE (TEST:FC10.0115)|CL-PL (TEST:BC1-352)|CHLORIDE (TEST:FC500.1050)|CHLORIDE BLOOD (TEST:EL:5200010446)|CHLORIDE (TEST:SC400.1600)|PLASMA CHLORIDE (TEST:MCSQ-PCL)|CHLORIDE (TEST:MCSQ-CL)|CHLORIDE , (TEST:NCRTCL)|CHLORIDE (TEST:MC/CL)",5636,979567
chloride_test_dcsqe-pcl,,,,mmol/L,mmol/L,{},0.0,9999.0,0.0,9999.0,3,True,singleton,CHLORIDE (TEST:DCSQE-PCL),55,1412
cholesterol,2093-3,Cholesterol,Ser/Plas,mg/dL,MG/DL|mg/dl|mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,"CHOLESTEROL, TOTAL, CDC, P (TEST:WC954.1065)|CHOLESTEROL (TEST:MC.CHOL)|CHOLESTEROL (TEST:BCLPEP1)|CHOL (TEST:MCPOL122)|CHOLESTEROL, TOTAL,S (TEST:EL:5290007300)|CHOLESTEROL,LL (TEST:MCCHOLES)|CHOLESTEROL (TEST:SCCHOL)|CHOLESTEROL (TEST:WC326.2380)|CHOLESTEROL (TEST:VCSQE-CHOL)|CHOLESTEROL (TEST:MCSQ-CHOL)|CHOLESTEROL (TEST:DHSQE-CHOL)|CHOLESTEROL (TEST:MCSQ-CHOL1)|CHOLESTEROL (TEST:BC1-52)|CHOLESTEROL, SERUM (TEST:WC331.2800)|CHOLESTEROL SCREENING (TEST:FC500.7300)|CHOLESTEROL (TEST:WCCHOL)|CHOLESTEROL (TEST:NCCHOL)|CHOLESTEROL (TEST:SC400.2400)|CHOLESTEROL (TEST:BCCHOL)|PLASMA CHOLESTEROL (TEST:MCPCHOL)|CHOL (TEST:MCSQ-CHOL4)|CHOLESTEROL (TEST:DCSQE-CHOL)|CHOLESTEROL (TEST:MCCHOL)|CHOLESTEROL SCREENING (TEST:FC500.7350)|CHOLESTEROL (TEST:EL:5200003152)|CHOLESTEROL (TEST:FC500.7250)|CHOLESTEROL SCREENING (TEST:FC10.1692)|CHOLESTEROL (TEST:NCSQE-CHOL)|CHOLESTEROL (TEST:FC500.7200)|CHOLESTEROL (TEST:FCCHOL)|CHOLESTEROL (TEST:FC10.0315)",3658,62445
cholesterol_in_hdl,2085-9,Cholesterol.in HDL,Ser/Plas,mg/dL,umol/L|MG/DL|mg/dl|mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,"HDL SCREENING (TEST:FC500.7600)|HDL CHOLESTEROL (TEST:BCLPEP3)|HIGH DENSITY LIPOPROTEIN (TEST:SCHDLP)|HIGH DENSITY LIPOPROTEIN,LL (TEST:MCHDL,LL)|HDL SCREENING (TEST:FC10.1691)|TOTAL HDL PARTICLE CONCENTRATI (TEST:WC677.0778)|HDL (TEST:MCSQ-HDLC4)|HIGH DENSITY LIPOPROTEIN (TEST:DCSQE-HDLP)|HDL (TEST:MCPOL124)|HDL CHOL (TEST:FC500.7500)|HIGH DENSITY LIPOPROTEIN (TEST:NCSQE-HDLP)|CHOLESTEROL, HDL, S BLOOD (TEST:EL:5290007171)|HDL CHOLESTEROL (TEST:WC331.3000)|HIGH DENSITY LIPOPROTEIN (TEST:MCSQ-HDLP)|HDL CHOL (TEST:FC500.7550)|HIGH DENSITY LIPOPROTEIN (TEST:MCSQ-HDLP1)|HDL CHOLESTEROL, CDC, P (TEST:WC954.1075)|HIGH DENSITY LIPOPROTEIN (TEST:FCHDLP)|HDL CHOLESTEROL (TEST:FC10.0316)|HIGH DENSITY LIPOPROTEIN (TEST:MC.HDL)|HDL CHOLESTEROL (TEST:SC400.2570)|HDL (TEST:NCHDLR)|HDL (TEST:BC1-55)|HDL SCREENING (TEST:FC500.7650)|HIGH DENSITY LIPOPROTEIN (TEST:WCHDLP)|HDL (TEST:EL:5200006657)|HDL CHOLESTEROL (TEST:WC326.2405)|HIGH DENSITY LIPOPROTEIN (TEST:VCSQE-HDLP)|HIGH DENSITY LIPOPROTEIN (TEST:BCHDLP)|HIGH DENSITY LIPOPROTEIN (TEST:MCHDL)",3630,57143
